Price,終値,高値,安値,始値,出来高
Ticker,8306.T,8306.T,8306.T,8306.T,8306.T
Date,,,,,
2023-03-08,902.6878662109375,909.1297205347266,897.9024774795632,906.4609298474662,55543200
2023-03-09,914.3751220703125,917.2279767739003,900.6632096627098,902.6878035433348,81430000
2023-03-10,858.3310546875,899.6509136111131,858.3310546875,897.7183798533075,164550100
2023-03-13,828.5145263671875,851.6132104001664,817.1952786733209,835.9687061913303,187300300
2023-03-14,757.3779907226562,788.3909281864355,757.0098623059337,765.844438790682,255560800
2023-03-15,792.8081665039062,801.3666183560853,779.8324546152969,796.3051616923924,166396300
2023-03-16,770.8137817382812,773.758640361498,740.8131714249946,742.6537010434417,173635300
2023-03-17,773.8507080078125,786.2742830521644,766.0284570539613,780.1084975371921,132450300
2023-03-20,759.5866088867188,789.955348106294,756.6417502135433,772.1021880370802,129859100
2023-03-22,782.9613647460938,797.1334666564803,778.5441044651005,784.06569385847,106231000
2023-03-23,772.2862548828125,776.9795830381579,761.9792775756243,766.1204693015787,81795500
2023-03-24,763.81982421875,769.2494092920458,760.2307688423668,763.81982421875,74099700
2023-03-27,759.7706909179688,764.4640756828669,751.3963026637085,763.8198790090363,75936300
2023-03-28,772.6543579101562,781.5809383311645,767.9610295677394,773.574622774827,95826000
2023-03-29,776.7035522460938,777.6238171184232,765.6603737781398,765.7523777979686,82038200
2023-03-30,776.2345581054688,788.898203464289,775.8593160821682,783.2699166381467,100018900
2023-03-31,795.3707275390625,802.3122466886939,784.6769600533949,790.305246676611,78738800
2023-04-03,807.6591796875,809.8166782405318,792.6504144435975,792.7441963248136,73830100
2023-04-04,810.0980224609375,810.2856434636757,802.4060766336983,804.8449779076193,67236300
2023-04-05,788.898193359375,800.0609849897987,786.5530738785208,796.4025756981086,74099600
2023-04-06,782.0504760742188,787.9601658674457,779.330114504785,786.3654731286015,56471600
2023-04-07,793.119384765625,798.9352923554299,788.6167669474797,791.2432892369068,52929700
2023-04-10,798.8414916992188,805.2202626071786,796.4025902959831,798.8414916992188,44318900
2023-04-11,800.2485961914062,806.0645042995252,790.9619568489603,798.9353635566033,71525300
2023-04-12,801.9371337890625,807.0025578515007,797.153055378324,804.6574382150301,55472600
2023-04-13,797.997314453125,798.2787173562903,790.3990925442816,795.5583556999334,53717400
2023-04-14,795.464599609375,803.1566036507171,794.5265517324772,801.9371528615296,55313900
2023-04-17,815.9139404296875,817.039609206583,803.8131585262653,807.3777286081906,74068700
2023-04-18,823.6997680664062,828.8590310778216,819.0095289651196,825.4820818264533,70931700
2023-04-19,834.5811767578125,834.5811767578125,821.9175308865695,822.1989337884844,64072000
2023-04-20,831.4856567382812,839.0838216007985,825.2007245443766,833.5493162538006,70240700
2023-04-21,813.0060424804688,823.0431654254413,812.3493975674529,821.8236574781715,58721900
2023-04-24,803.906982421875,815.9139830772802,803.4379585114772,815.6325801818207,49031800
2023-04-25,805.8768310546875,813.4750524830863,804.000735480351,808.6909744161923,52543900
2023-04-26,790.9619140625,796.5902008457903,785.4274091573737,794.2450813527527,63978400
2023-04-27,806.81494140625,806.81494140625,794.0575134130454,796.4026330628182,51950800
2023-04-28,800.06103515625,828.5776554791873,780.6434331864507,811.6927941583004,151613400
2023-05-01,815.4449462890625,815.4449462890625,804.0007516053075,808.1281848531845,58748900
2023-05-02,809.1599731445312,813.6626481860181,801.1865672015776,812.0679555466492,57437300
2023-05-08,795.7459716796875,806.5335218459028,794.6203028202597,804.0007812256642,66943700
2023-05-09,809.6290283203125,809.6290283203125,792.1813622487189,800.060986622022,72539200
2023-05-10,809.5352783203125,816.8520399528455,807.0025377253098,811.5051558642613,52244700
2023-05-11,816.2891845703125,816.8519903332829,803.6255396184466,804.844990274144,40269900
2023-05-12,814.6945190429688,816.1015907511604,806.9087337084204,816.1015907511604,51950500
2023-05-15,830.0784912109375,830.0784912109375,817.9776521254153,818.0714340004783,62246900
2023-05-16,853.154541015625,854.7492338514807,842.8360144063101,853.623564952412,127413200
2023-05-17,871.7278442382812,874.5419877517508,854.186338220209,854.7492012752407,104381900
2023-05-18,887.11181640625,894.8976016998197,884.0162701152998,891.0516286192293,106653900
2023-05-19,869.4765014648438,887.2055699767291,866.9437610334624,883.5472180237491,76905900
2023-05-22,866.2871704101562,880.5455088671448,864.4110747514445,874.2605769596812,69830900
2023-05-23,864.129638671875,877.4499287880245,859.8145844701934,875.2923730602369,78716100
2023-05-24,872.4782104492188,876.3242406694588,866.7561419375515,866.943762942862,61232300
2023-05-25,856.0624389648438,866.3809652419975,856.0624389648438,865.8181594375295,69831100
2023-05-26,850.34033203125,859.0641651341288,849.0270422076363,856.0624007186506,75421300
2023-05-29,870.5083618164062,872.0092154007389,859.7208120740693,864.4110510924767,73027800
2023-05-30,876.0428466796875,881.7649152494298,871.0711476310178,881.7649152494298,67756900
2023-05-31,874.7295532226562,888.9878909029087,873.0410786725761,876.1366248900385,177354000
2023-06-01,904.1842651367188,906.5293845532432,869.0074738888522,872.3844229470906,117416800
